Topic,Word,Score
20,没想到,0.07768771735227585
20,漂亮,0.07054499575899334
20,经济,0.05898573221072821
20,联动,0.0538287724441444
20,作品,0.05297536222834561
21,正确,0.16828031551727024
21,多元化,0.15900758967767853
21,不到,0.15492306448101606
21,成功,0.12896180304592644
21,刻板,0.12409406464536915
21,星鸣特攻,0.12188532559769083
21,官方,0.12112762348761073
21,政治,0.11330071380622463
21,尊重,0.11248949535214388
21,印象,0.10984954470636893
22,增加,0.29609770231764576
22,相关,0.18553928572773037
22,外媒,0.17538999764714636
22,几年,0.17040703232655138
22,未来,0.16588462450880537
22,提供,0.15886149843907188
22,公司,0.15715143745012716
22,性别,0.13913166569628782
22,行业,0.11440302385041387
22,游戏科学,0.08985074671877148
23,韩国,0.11923602209551022
23,视频,0.11860581186928872
23,一条,0.11386294602414875
23,外国,0.10057895262162034
23,西方,0.0980366253092746
23,女性角色,0.09267103905398266
23,悟空,0.07701381270767232
23,主角,0.07680128793318311
23,故事,0.06680936680095859
23,游戏,0.05654385662193039
24,四妹,0.47443630781491913
24,仙人,0.2640115222623878
24,孩子,0.2326819157356707
24,剧情,0.18605504780095475
24,故事,0.09797133294133502
24,黑神话悟空,0.09366987803691453
24,世界,0.079051189234322
24,代表,0.04089251851277583
24,女性,0.03837736326493592
24,主角,0.032178227654993424
25,大作,0.20175583522177729
25,女玩家,0.1526824416020122
25,微博,0.15089496508487296
25,选择,0.13734561388454983
25,发动,0.13571852501491685
25,黑猴,0.12342488530180516
25,一群,0.1222651980294753
25,女性玩家,0.11487829406392255
25,恋与深空,0.1065054862311363
25,造谣,0.1065054862311363
26,影响,0.2895940912811173
26,言论,0.21073080980863343
26,工作室,0.19984881647049285
26,代表,0.14996867480495327
26,意识,0.14569372833359862
26,导致,0.13747128523787383
26,成立,0.13413162244232646
26,社会,0.12443536076134339
26,公司,0.11704533356214923
26,全女,0.10615175141946799
27,印度,0.5285781514847941
27,希望,0.28318350042905577
27,团队,0.2630506699581523
27,国外,0.23079497268659463
27,讨论,0.2251591005432933
27,网友,0.18217239236450733
27,有人,0.09344421714911469
27,黑神话悟空,0.0718389579524304
27,女性,0.040753447669706816
27,道理,0.03344522478113173
28,西游记,0.2403359881511809
28,多元,0.22606538655010341
28,成立,0.19893699824350067
28,神话,0.18163812883102232
28,玩家,0.1711901111054593
28,提供,0.15840128685585003
28,明明,0.12187668122685935
28,有人,0.11739092460794072
28,性别,0.11082642730105219
28,角色,0.06800852426302897
29,小时候,0.17362590698588296
29,评论,0.17242319995527378
29,终于,0.17141450241778447
29,十年,0.17141450241778447
29,作者,0.16929553568580466
29,做出,0.15049794590886498
29,全女,0.13002185425188803
29,大作,0.12359019730690744
29,工作室,0.11175121017613307
29,展开,0.09662098457863989
30,乙游,0.26102739054289714
30,算是,0.19790680629141053
30,原神,0.18038621892007253
30,玩乙游,0.17499351601900423
30,乙女游戏,0.17405748283483083
30,朋友,0.16534567961182975
30,本来,0.1624358572139017
30,群体,0.15813549150642317
30,目标,0.15225353825488575
30,受众,0.1426465109713897
31,民族,0.2300034745460323
31,例子,0.18256291744517184
31,审美,0.17875759966906257
31,提到,0.17435622709568208
31,情况,0.15956223051314464
31,建模,0.152301738756614
31,原型,0.13552894720156491
31,西方,0.11267300970212449
31,角色,0.10326611569365063
31,女性角色,0.10166516935491678
32,乙游,0.2281591385706924
32,一句,0.1821587097226552
32,官方,0.13347050740085603
32,玩游戏,0.12422994844973077
32,男生,0.10122959388178078
32,黑神话,0.08463406523693838
32,女玩家,0.07458102166854766
32,增加,0.07226011284539438
32,乙女游戏,0.06608117341727444
32,玩家,0.05537936461983319
